dia;mes;ano;tempo;trat;sist;local;n;ID;YII;YIIdec;dia_exp;temp
13;2;2023;T0;C;1;P;1;C1P1;648;0.648;1;27.26
13;2;2023;T0;C;1;R;1;C1R1;767;0.767;1;27.26
13;2;2023;T0;C;1;F;1;C1F1;671;0.671;1;27.26
13;2;2023;T0;C;1;P;2;C1P2;644;0.644;1;27.26
13;2;2023;T0;C;1;R;2;C1R2;624;0.624;1;27.26
13;2;2023;T0;C;1;F;2;C1F2;612;0.612;1;27.26
13;2;2023;T0;C;1;P;3;C1P3;627;0.627;1;27.26
13;2;2023;T0;C;1;R;3;C1R3;603;0.603;1;27.26
13;2;2023;T0;C;1;F;3;C1F3;648;0.648;1;27.26
13;2;2023;T0;C;1;P;4;C1P4;670;0.67;1;27.26
13;2;2023;T0;C;1;R;4;C1R4;682;0.682;1;27.26
13;2;2023;T0;C;1;F;4;C1F4;657;0.657;1;27.26
13;2;2023;T0;A;2;P;9;A2P9;788;0.788;1;27.26
13;2;2023;T0;A;2;R;9;A2R9;776;0.776;1;27.26
13;2;2023;T0;A;2;F;9;A2F9;685;0.685;1;27.26
13;2;2023;T0;A;2;P;10;A2P10;658;0.658;1;27.26
13;2;2023;T0;A;2;R;10;A2R10;622;0.622;1;27.26
13;2;2023;T0;A;2;F;10;A2F10;648;0.648;1;27.26
13;2;2023;T0;A;2;P;11;A2P11;598;0.598;1;27.26
13;2;2023;T0;A;2;R;11;A2R11;620;0.62;1;27.26
13;2;2023;T0;A;2;F;11;A2F11;604;0.604;1;27.26
13;2;2023;T0;A;2;P;12;A2P12;761;0.761;1;27.26
13;2;2023;T0;A;2;R;12;A2R12;776;0.776;1;27.26
13;2;2023;T0;A;2;F;12;A2F12;669;0.669;1;27.26
13;2;2023;T0;A;3;P;13;A3P13;712;0.712;1;27.26
13;2;2023;T0;A;3;R;13;A3R13;654;0.654;1;27.26
13;2;2023;T0;A;3;F;13;A3F13;832;0.832;1;27.26
13;2;2023;T0;A;3;P;14;A3P14;677;0.677;1;27.26
13;2;2023;T0;A;3;R;14;A3R14;685;0.685;1;27.26
13;2;2023;T0;A;3;F;14;A3F14;640;0.64;1;27.26
13;2;2023;T0;A;3;P;15;A3P15;648;0.648;1;27.26
13;2;2023;T0;A;3;R;15;A3R15;663;0.663;1;27.26
13;2;2023;T0;A;3;F;15;A3F15;604;0.604;1;27.26
13;2;2023;T0;A;3;P;16;A3P16;716;0.716;1;27.26
13;2;2023;T0;A;3;R;16;A3R16;604;0.604;1;27.26
13;2;2023;T0;A;3;F;16;A3F16;571;0.571;1;27.26
13;2;2023;T0;C;4;P;5;C4P5;606;0.606;1;27.26
13;2;2023;T0;C;4;R;5;C4R5;481;0.481;1;27.26
13;2;2023;T0;C;4;F;5;C4F5;697;0.697;1;27.26
13;2;2023;T0;C;4;P;6;C4P6;680;0.68;1;27.26
13;2;2023;T0;C;4;R;6;C4R6;521;0.521;1;27.26
13;2;2023;T0;C;4;F;6;C4F6;561;0.561;1;27.26
13;2;2023;T0;C;4;P;7;C4P7;673;0.673;1;27.26
13;2;2023;T0;C;4;R;7;C4R7;562;0.562;1;27.26
13;2;2023;T0;C;4;F;7;C4F7;655;0.655;1;27.26
13;2;2023;T0;C;4;P;8;C4P8;689;0.689;1;27.26
13;2;2023;T0;C;4;R;8;C4R8;576;0.576;1;27.26
13;2;2023;T0;C;4;F;8;C4F8;728;0.728;1;27.26
13;2;2023;T0;A;5;P;17;A5P17;705;0.705;1;27.26
13;2;2023;T0;A;5;R;17;A5R17;826;0.826;1;27.26
13;2;2023;T0;A;5;F;17;A5F17;760;0.76;1;27.26
13;2;2023;T0;A;5;P;18;A5P18;776;0.776;1;27.26
13;2;2023;T0;A;5;R;18;A5R18;677;0.677;1;27.26
13;2;2023;T0;A;5;F;18;A5F18;634;0.634;1;27.26
13;2;2023;T0;A;5;P;19;A5P19;670;0.67;1;27.26
13;2;2023;T0;A;5;R;19;A5R19;624;0.624;1;27.26
13;2;2023;T0;A;5;F;19;A5F19;707;0.707;1;27.26
13;2;2023;T0;A;5;P;20;A5P20;795;0.795;1;27.26
13;2;2023;T0;A;5;R;20;A5R20;654;0.654;1;27.26
13;2;2023;T0;A;5;F;20;A5F20;653;0.653;1;27.26
15;2;2023;T1;C;1;P;1;C1P1;682;0.682;3;28.41
15;2;2023;T1;C;1;R;1;C1R1;658;0.658;3;28.41
15;2;2023;T1;C;1;F;1;C1F1;746;0.746;3;28.41
15;2;2023;T1;C;1;R;2;C1R2;616;0.616;3;28.41
15;2;2023;T1;C;1;P;2;C1P2;669;0.669;3;28.41
15;2;2023;T1;C;1;F;2;C1F2;682;0.682;3;28.41
15;2;2023;T1;C;1;P;3;C1P3;667;0.667;3;28.41
15;2;2023;T1;C;1;F;3;C1F3;652;0.652;3;28.41
15;2;2023;T1;C;1;R;3;C1R3;657;0.657;3;28.41
15;2;2023;T1;C;1;F;4;C1F4;714;0.714;3;28.41
15;2;2023;T1;C;1;R;4;C1R4;717;0.717;3;28.41
15;2;2023;T1;C;1;P;4;C1P4;696;0.696;3;28.41
15;2;2023;T1;A;2;R;9;A2R9;600;0.6;3;28.41
15;2;2023;T1;A;2;F;9;A2F9;664;0.664;3;28.41
15;2;2023;T1;A;2;P;9;A2P9;640;0.64;3;28.41
15;2;2023;T1;A;2;F;10;A2F10;668;0.668;3;28.41
15;2;2023;T1;A;2;R;10;A2R10;626;0.626;3;28.41
15;2;2023;T1;A;2;P;10;A2P10;648;0.648;3;28.41
15;2;2023;T1;A;2;P;11;A2P11;622;0.622;3;28.41
15;2;2023;T1;A;2;R;11;A2R11;640;0.64;3;28.41
15;2;2023;T1;A;2;F;11;A2F11;633;0.633;3;28.41
15;2;2023;T1;A;2;F;12;A2F12;701;0.701;3;28.41
15;2;2023;T1;A;2;P;12;A2P12;631;0.631;3;28.41
15;2;2023;T1;A;2;R;12;A2R12;625;0.625;3;28.41
15;2;2023;T1;A;3;F;13;A3F13;696;0.696;3;28.41
15;2;2023;T1;A;3;P;13;A3P13;643;0.643;3;28.41
15;2;2023;T1;A;3;R;13;A3R13;644;0.644;3;28.41
15;2;2023;T1;A;3;P;14;A3P14;644;0.644;3;28.41
15;2;2023;T1;A;3;R;14;A3R14;630;0.63;3;28.41
15;2;2023;T1;A;3;F;14;A3F14;659;0.659;3;28.41
15;2;2023;T1;A;3;F;15;A3F15;623;0.623;3;28.41
15;2;2023;T1;A;3;P;15;A3P15;676;0.676;3;28.41
15;2;2023;T1;A;3;R;15;A3R15;604;0.604;3;28.41
15;2;2023;T1;A;3;R;16;A3R16;529;0.529;3;28.41
15;2;2023;T1;A;3;F;16;A3F16;612;0.612;3;28.41
15;2;2023;T1;A;3;P;16;A3P16;639;0.639;3;28.41
15;2;2023;T1;C;4;F;5;C4F5;660;0.66;3;28.41
15;2;2023;T1;C;4;R;5;C4R5;506;0.506;3;28.41
15;2;2023;T1;C;4;P;5;C4P5;631;0.631;3;28.41
15;2;2023;T1;C;4;R;6;C4R6;582;0.582;3;28.41
15;2;2023;T1;C;4;F;6;C4F6;670;0.67;3;28.41
15;2;2023;T1;C;4;P;6;C4P6;658;0.658;3;28.41
15;2;2023;T1;C;4;R;7;C4R7;616;0.616;3;28.41
15;2;2023;T1;C;4;P;7;C4P7;673;0.673;3;28.41
15;2;2023;T1;C;4;F;7;C4F7;576;0.576;3;28.41
15;2;2023;T1;C;4;P;8;C4P8;660;0.66;3;28.41
15;2;2023;T1;C;4;F;8;C4F8;663;0.663;3;28.41
15;2;2023;T1;C;4;R;8;C4R8;562;0.562;3;28.41
15;2;2023;T1;A;5;P;17;A5P17;653;0.653;3;28.41
15;2;2023;T1;A;5;F;17;A5F17;647;0.647;3;28.41
15;2;2023;T1;A;5;R;17;A5R17;635;0.635;3;28.41
15;2;2023;T1;A;5;F;18;A5F18;638;0.638;3;28.41
15;2;2023;T1;A;5;R;18;A5R18;620;0.62;3;28.41
15;2;2023;T1;A;5;P;18;A5P18;625;0.625;3;28.41
15;2;2023;T1;A;5;R;19;A5R19;621;0.621;3;28.41
15;2;2023;T1;A;5;P;19;A5P19;631;0.631;3;28.41
15;2;2023;T1;A;5;F;19;A5F19;643;0.643;3;28.41
15;2;2023;T1;A;5;F;20;A5F20;692;0.692;3;28.41
15;2;2023;T1;A;5;P;20;A5P20;628;0.628;3;28.41
15;2;2023;T1;A;5;R;20;A5R20;617;0.617;3;28.41
17;2;2023;T2;C;1;P;1;C1P1;699;0.699;5;30.38
17;2;2023;T2;C;1;R;1;C1R1;557;0.557;5;30.38
17;2;2023;T2;C;1;F;1;C1F1;704;0.704;5;30.38
17;2;2023;T2;C;1;R;2;C1R2;671;0.671;5;30.38
17;2;2023;T2;C;1;P;2;C1P2;707;0.707;5;30.38
17;2;2023;T2;C;1;F;2;C1F2;681;0.681;5;30.38
17;2;2023;T2;C;1;P;3;C1P3;674;0.674;5;30.38
17;2;2023;T2;C;1;F;3;C1F3;684;0.684;5;30.38
17;2;2023;T2;C;1;R;3;C1R3;680;0.68;5;30.38
17;2;2023;T2;C;1;F;4;C1F4;743;0.743;5;30.38
17;2;2023;T2;C;1;R;4;C1R4;661;0.661;5;30.38
17;2;2023;T2;C;1;P;4;C1P4;704;0.704;5;30.38
17;2;2023;T2;C;4;F;5;C4F5;708;0.708;5;30.38
17;2;2023;T2;C;4;R;5;C4R5;591;0.591;5;30.38
17;2;2023;T2;C;4;P;5;C4P5;705;0.705;5;30.38
17;2;2023;T2;C;4;R;6;C4R6;660;0.66;5;30.38
17;2;2023;T2;C;4;F;6;C4F6;686;0.686;5;30.38
17;2;2023;T2;C;4;P;6;C4P6;702;0.702;5;30.38
17;2;2023;T2;C;4;R;7;C4R7;626;0.626;5;30.38
17;2;2023;T2;C;4;P;7;C4P7;672;0.672;5;30.38
17;2;2023;T2;C;4;F;7;C4F7;657;0.657;5;30.38
17;2;2023;T2;C;4;P;8;C4P8;706;0.706;5;30.38
17;2;2023;T2;C;4;F;8;C4F8;705;0.705;5;30.38
17;2;2023;T2;C;4;R;8;C4R8;659;0.659;5;30.38
17;2;2023;T2;A;2;R;9;A2R9;644;0.644;5;30.38
17;2;2023;T2;A;2;F;9;A2F9;642;0.642;5;30.38
17;2;2023;T2;A;2;P;9;A2P9;684;0.684;5;30.38
17;2;2023;T2;A;2;F;10;A2F10;686;0.686;5;30.38
17;2;2023;T2;A;2;R;10;A2R10;645;0.645;5;30.38
17;2;2023;T2;A;2;P;10;A2P10;711;0.711;5;30.38
17;2;2023;T2;A;2;P;11;A2P11;698;0.698;5;30.38
17;2;2023;T2;A;2;R;11;A2R11;642;0.642;5;30.38
17;2;2023;T2;A;2;F;11;A2F11;681;0.681;5;30.38
17;2;2023;T2;A;2;F;12;A2F12;704;0.704;5;30.38
17;2;2023;T2;A;2;P;12;A2P12;670;0.67;5;30.38
17;2;2023;T2;A;2;R;12;A2R12;676;0.676;5;30.38
17;2;2023;T2;A;3;F;13;A3F13;675;0.675;5;30.38
17;2;2023;T2;A;3;P;13;A3P13;725;0.725;5;30.38
17;2;2023;T2;A;3;R;13;A3R13;719;0.719;5;30.38
17;2;2023;T2;A;3;P;14;A3P14;496;0.496;5;30.38
17;2;2023;T2;A;3;R;14;A3R14;643;0.643;5;30.38
17;2;2023;T2;A;3;F;14;A3F14;685;0.685;5;30.38
17;2;2023;T2;A;3;F;15;A3F15;653;0.653;5;30.38
17;2;2023;T2;A;3;P;15;A3P15;705;0.705;5;30.38
17;2;2023;T2;A;3;R;15;A3R15;623;0.623;5;30.38
17;2;2023;T2;A;3;R;16;A3R16;639;0.639;5;30.38
17;2;2023;T2;A;3;F;16;A3F16;728;0.728;5;30.38
17;2;2023;T2;A;3;P;16;A3P16;696;0.696;5;30.38
17;2;2023;T2;A;5;P;17;A5P17;677;0.677;5;30.38
17;2;2023;T2;A;5;F;17;A5F17;685;0.685;5;30.38
17;2;2023;T2;A;5;R;17;A5R17;691;0.691;5;30.38
17;2;2023;T2;A;5;F;18;A5F18;716;0.716;5;30.38
17;2;2023;T2;A;5;R;18;A5R18;657;0.657;5;30.38
17;2;2023;T2;A;5;P;18;A5P18;693;0.693;5;30.38
17;2;2023;T2;A;5;R;19;A5R19;649;0.649;5;30.38
17;2;2023;T2;A;5;P;19;A5P19;686;0.686;5;30.38
17;2;2023;T2;A;5;F;19;A5F19;691;0.691;5;30.38
17;2;2023;T2;A;5;F;20;A5F20;707;0.707;5;30.38
17;2;2023;T2;A;5;P;20;A5P20;668;0.668;5;30.38
17;2;2023;T2;A;5;R;20;A5R20;597;0.597;5;30.38
18;2;2023;T3;C;1;P;1;C1P1;711;0.711;6;31.58
18;2;2023;T3;C;1;R;1;C1R1;630;0.63;6;31.58
18;2;2023;T3;C;1;F;1;C1F1;721;0.721;6;31.58
18;2;2023;T3;C;1;R;2;C1R2;698;0.698;6;31.58
18;2;2023;T3;C;1;P;2;C1P2;663;0.663;6;31.58
18;2;2023;T3;C;1;F;2;C1F2;633;0.633;6;31.58
18;2;2023;T3;C;1;P;3;C1P3;681;0.681;6;31.58
18;2;2023;T3;C;1;F;3;C1F3;696;0.696;6;31.58
18;2;2023;T3;C;1;R;3;C1R3;697;0.697;6;31.58
18;2;2023;T3;C;1;F;4;C1F4;744;0.744;6;31.58
18;2;2023;T3;C;1;R;4;C1R4;679;0.679;6;31.58
18;2;2023;T3;C;1;P;4;C1P4;698;0.698;6;31.58
18;2;2023;T3;A;2;R;9;A2R9;422;0.422;6;31.58
18;2;2023;T3;A;2;F;9;A2F9;634;0.634;6;31.58
18;2;2023;T3;A;2;P;9;A2P9;691;0.691;6;31.58
18;2;2023;T3;A;2;F;10;A2F10;658;0.658;6;31.58
18;2;2023;T3;A;2;R;10;A2R10;651;0.651;6;31.58
18;2;2023;T3;A;2;P;10;A2P10;676;0.676;6;31.58
18;2;2023;T3;A;2;P;11;A2P11;704;0.704;6;31.58
18;2;2023;T3;A;2;R;11;A2R11;687;0.687;6;31.58
18;2;2023;T3;A;2;F;11;A2F11;675;0.675;6;31.58
18;2;2023;T3;A;2;F;12;A2F12;698;0.698;6;31.58
18;2;2023;T3;A;2;P;12;A2P12;661;0.661;6;31.58
18;2;2023;T3;A;2;R;12;A2R12;690;0.69;6;31.58
18;2;2023;T3;A;3;F;13;A3F13;677;0.677;6;31.58
18;2;2023;T3;A;3;P;13;A3P13;673;0.673;6;31.58
18;2;2023;T3;A;3;R;13;A3R13;638;0.638;6;31.58
18;2;2023;T3;A;3;P;14;A3P14;318;0.318;6;31.58
18;2;2023;T3;A;3;R;14;A3R14;662;0.662;6;31.58
18;2;2023;T3;A;3;F;14;A3F14;679;0.679;6;31.58
18;2;2023;T3;A;3;F;15;A3F15;676;0.676;6;31.58
18;2;2023;T3;A;3;P;15;A3P15;698;0.698;6;31.58
18;2;2023;T3;A;3;R;15;A3R15;660;0.66;6;31.58
18;2;2023;T3;A;3;R;16;A3R16;609;0.609;6;31.58
18;2;2023;T3;A;3;F;16;A3F16;654;0.654;6;31.58
18;2;2023;T3;A;3;P;16;A3P16;638;0.638;6;31.58
18;2;2023;T3;C;4;F;5;C4F5;726;0.726;6;31.58
18;2;2023;T3;C;4;R;5;C4R5;624;0.624;6;31.58
18;2;2023;T3;C;4;P;5;C4P5;662;0.662;6;31.58
18;2;2023;T3;C;4;R;6;C4R6;633;0.633;6;31.58
18;2;2023;T3;C;4;F;6;C4F6;658;0.658;6;31.58
18;2;2023;T3;C;4;P;6;C4P6;677;0.677;6;31.58
18;2;2023;T3;C;4;R;7;C4R7;667;0.667;6;31.58
18;2;2023;T3;C;4;P;7;C4P7;642;0.642;6;31.58
18;2;2023;T3;C;4;F;7;C4F7;623;0.623;6;31.58
18;2;2023;T3;C;4;P;8;C4P8;651;0.651;6;31.58
18;2;2023;T3;C;4;F;8;C4F8;643;0.643;6;31.58
18;2;2023;T3;C;4;R;8;C4R8;658;0.658;6;31.58
18;2;2023;T3;A;5;P;17;A5P17;646;0.646;6;31.58
18;2;2023;T3;A;5;F;17;A5F17;686;0.686;6;31.58
18;2;2023;T3;A;5;R;17;A5R17;648;0.648;6;31.58
18;2;2023;T3;A;5;F;18;A5F18;672;0.672;6;31.58
18;2;2023;T3;A;5;R;18;A5R18;637;0.637;6;31.58
18;2;2023;T3;A;5;P;18;A5P18;678;0.678;6;31.58
18;2;2023;T3;A;5;R;19;A5R19;666;0.666;6;31.58
18;2;2023;T3;A;5;P;19;A5P19;645;0.645;6;31.58
18;2;2023;T3;A;5;F;19;A5F19;665;0.665;6;31.58
18;2;2023;T3;A;5;F;20;A5F20;717;0.717;6;31.58
18;2;2023;T3;A;5;P;20;A5P20;658;0.658;6;31.58
18;2;2023;T3;A;5;R;20;A5R20;577;0.577;6;31.58
21;2;2023;T4;C;1;P;1;C1P1;712;0.712;9;31.94
21;2;2023;T4;C;1;R;1;C1R1;678;0.678;9;31.94
21;2;2023;T4;C;1;F;1;C1F1;689;0.689;9;31.94
21;2;2023;T4;C;1;R;2;C1R2;699;0.699;9;31.94
21;2;2023;T4;C;1;P;2;C1P2;669;0.669;9;31.94
21;2;2023;T4;C;1;F;2;C1F2;672;0.672;9;31.94
21;2;2023;T4;C;1;P;3;C1P3;698;0.698;9;31.94
21;2;2023;T4;C;1;F;3;C1F3;704;0.704;9;31.94
21;2;2023;T4;C;1;R;3;C1R3;710;0.71;9;31.94
21;2;2023;T4;C;1;F;4;C1F4;754;0.754;9;31.94
21;2;2023;T4;C;1;R;4;C1R4;676;0.676;9;31.94
21;2;2023;T4;C;1;P;4;C1P4;702;0.702;9;31.94
21;2;2023;T4;A;2;R;9;A2R9;521;0.521;9;31.94
21;2;2023;T4;A;2;F;9;A2F9;638;0.638;9;31.94
21;2;2023;T4;A;2;P;9;A2P9;701;0.701;9;31.94
21;2;2023;T4;A;2;F;10;A2F10;412;0.412;9;31.94
21;2;2023;T4;A;2;R;10;A2R10;687;0.687;9;31.94
21;2;2023;T4;A;2;P;10;A2P10;681;0.681;9;31.94
21;2;2023;T4;A;2;P;11;A2P11;659;0.659;9;31.94
21;2;2023;T4;A;2;R;11;A2R11;645;0.645;9;31.94
21;2;2023;T4;A;2;F;11;A2F11;648;0.648;9;31.94
21;2;2023;T4;A;2;F;12;A2F12;662;0.662;9;31.94
21;2;2023;T4;A;2;P;12;A2P12;682;0.682;9;31.94
21;2;2023;T4;A;2;R;12;A2R12;704;0.704;9;31.94
21;2;2023;T4;C;4;F;5;C4F5;715;0.715;9;31.94
21;2;2023;T4;C;4;R;5;C4R5;648;0.648;9;31.94
21;2;2023;T4;C;4;P;5;C4P5;763;0.763;9;31.94
21;2;2023;T4;C;4;R;6;C4R6;648;0.648;9;31.94
21;2;2023;T4;C;4;F;6;C4F6;697;0.697;9;31.94
21;2;2023;T4;C;4;P;6;C4P6;696;0.696;9;31.94
21;2;2023;T4;C;4;R;7;C4R7;636;0.636;9;31.94
21;2;2023;T4;C;4;P;7;C4P7;695;0.695;9;31.94
21;2;2023;T4;C;4;F;7;C4F7;694;0.694;9;31.94
21;2;2023;T4;C;4;P;8;C4P8;684;0.684;9;31.94
21;2;2023;T4;C;4;F;8;C4F8;703;0.703;9;31.94
21;2;2023;T4;C;4;R;8;C4R8;682;0.682;9;31.94
21;2;2023;T4;A;3;F;13;A3F13;508;0.508;9;31.94
21;2;2023;T4;A;3;P;13;A3P13;660;0.66;9;31.94
21;2;2023;T4;A;3;R;13;A3R13;681;0.681;9;31.94
21;2;2023;T4;A;3;P;14;A3P14;327;0.327;9;31.94
21;2;2023;T4;A;3;R;14;A3R14;637;0.637;9;31.94
21;2;2023;T4;A;3;F;14;A3F14;660;0.66;9;31.94
21;2;2023;T4;A;3;F;15;A3F15;666;0.666;9;31.94
21;2;2023;T4;A;3;P;15;A3P15;705;0.705;9;31.94
21;2;2023;T4;A;3;R;15;A3R15;642;0.642;9;31.94
21;2;2023;T4;A;3;R;16;A3R16;650;0.65;9;31.94
21;2;2023;T4;A;3;F;16;A3F16;641;0.641;9;31.94
21;2;2023;T4;A;3;P;16;A3P16;700;0.7;9;31.94
21;2;2023;T4;A;5;P;17;A5P17;713;0.713;9;31.94
21;2;2023;T4;A;5;F;17;A5F17;654;0.654;9;31.94
21;2;2023;T4;A;5;R;17;A5R17;699;0.699;9;31.94
21;2;2023;T4;A;5;F;18;A5F18;541;0.541;9;31.94
21;2;2023;T4;A;5;R;18;A5R18;657;0.657;9;31.94
21;2;2023;T4;A;5;P;18;A5P18;670;0.67;9;31.94
21;2;2023;T4;A;5;R;19;A5R19;671;0.671;9;31.94
21;2;2023;T4;A;5;P;19;A5P19;694;0.694;9;31.94
21;2;2023;T4;A;5;F;19;A5F19;682;0.682;9;31.94
21;2;2023;T4;A;5;F;20;A5F20;619;0.619;9;31.94
21;2;2023;T4;A;5;P;20;A5P20;680;0.68;9;31.94
21;2;2023;T4;A;5;R;20;A5R20;388;0.388;9;31.94
23;2;2023;T5;C;1;P;1;C1P1;695;0.695;11;31.96
23;2;2023;T5;C;1;R;1;C1R1;670;0.67;11;31.96
23;2;2023;T5;C;1;F;1;C1F1;689;0.689;11;31.96
23;2;2023;T5;C;1;R;2;C1R2;647;0.647;11;31.96
23;2;2023;T5;C;1;P;2;C1P2;670;0.67;11;31.96
23;2;2023;T5;C;1;F;2;C1F2;693;0.693;11;31.96
23;2;2023;T5;C;1;P;3;C1P3;663;0.663;11;31.96
23;2;2023;T5;C;1;F;3;C1F3;720;0.72;11;31.96
23;2;2023;T5;C;1;R;3;C1R3;670;0.67;11;31.96
23;2;2023;T5;C;1;F;4;C1F4;746;0.746;11;31.96
23;2;2023;T5;C;1;R;4;C1R4;649;0.649;11;31.96
23;2;2023;T5;C;1;P;4;C1P4;702;0.702;11;31.96
23;2;2023;T5;A;2;R;9;A2R9;403;0.403;11;31.96
23;2;2023;T5;A;2;F;9;A2F9;673;0.673;11;31.96
23;2;2023;T5;A;2;P;9;A2P9;655;0.655;11;31.96
23;2;2023;T5;A;2;F;10;A2F10;602;0.602;11;31.96
23;2;2023;T5;A;2;R;10;A2R10;643;0.643;11;31.96
23;2;2023;T5;A;2;P;10;A2P10;608;0.608;11;31.96
23;2;2023;T5;A;2;P;11;A2P11;669;0.669;11;31.96
23;2;2023;T5;A;2;R;11;A2R11;664;0.664;11;31.96
23;2;2023;T5;A;2;F;11;A2F11;628;0.628;11;31.96
23;2;2023;T5;A;2;F;12;A2F12;693;0.693;11;31.96
23;2;2023;T5;A;2;P;12;A2P12;670;0.67;11;31.96
23;2;2023;T5;A;2;R;12;A2R12;670;0.67;11;31.96
23;2;2023;T5;A;3;F;13;A3F13;322;0.322;11;31.96
23;2;2023;T5;A;3;P;13;A3P13;663;0.663;11;31.96
23;2;2023;T5;A;3;R;13;A3R13;667;0.667;11;31.96
23;2;2023;T5;A;3;P;14;A3P14;219;0.219;11;31.96
23;2;2023;T5;A;3;R;14;A3R14;640;0.64;11;31.96
23;2;2023;T5;A;3;F;14;A3F14;635;0.635;11;31.96
23;2;2023;T5;A;3;F;15;A3F15;625;0.625;11;31.96
23;2;2023;T5;A;3;R;15;A3R15;685;0.685;11;31.96
23;2;2023;T5;A;3;P;15;A3P15;654;0.654;11;31.96
23;2;2023;T5;A;3;R;16;A3R16;663;0.663;11;31.96
23;2;2023;T5;A;3;F;16;A3F16;609;0.609;11;31.96
23;2;2023;T5;A;3;P;16;A3P16;647;0.647;11;31.96
23;2;2023;T5;C;4;F;5;C4F5;703;0.703;11;31.96
23;2;2023;T5;C;4;R;5;C4R5;635;0.635;11;31.96
23;2;2023;T5;C;4;P;5;C4P5;673;0.673;11;31.96
23;2;2023;T5;C;4;R;6;C4R6;626;0.626;11;31.96
23;2;2023;T5;C;4;F;6;C4F6;665;0.665;11;31.96
23;2;2023;T5;C;4;P;6;C4P6;669;0.669;11;31.96
23;2;2023;T5;C;4;R;7;C4R7;669;0.669;11;31.96
23;2;2023;T5;C;4;P;7;C4P7;656;0.656;11;31.96
23;2;2023;T5;C;4;F;7;C4F7;675;0.675;11;31.96
23;2;2023;T5;C;4;P;8;C4P8;678;0.678;11;31.96
23;2;2023;T5;C;4;F;8;C4F8;696;0.696;11;31.96
23;2;2023;T5;C;4;R;8;C4R8;656;0.656;11;31.96
23;2;2023;T5;A;5;P;17;A5P17;660;0.66;11;31.96
23;2;2023;T5;A;5;F;17;A5F17;631;0.631;11;31.96
23;2;2023;T5;A;5;R;17;A5R17;682;0.682;11;31.96
23;2;2023;T5;A;5;F;18;A5F18;624;0.624;11;31.96
23;2;2023;T5;A;5;R;18;A5R18;651;0.651;11;31.96
23;2;2023;T5;A;5;P;18;A5P18;649;0.649;11;31.96
23;2;2023;T5;A;5;R;19;A5R19;654;0.654;11;31.96
23;2;2023;T5;A;5;P;19;A5P19;638;0.638;11;31.96
